전송사업자코드,전송사업자명,공연시설코드,시설특성,개관연도,주소,나이대,편의시설_레스토랑 여부,편의시설_카페 여부,편의시설_편의점 여부,편의시설_놀이방 여부,편의시설_수유실 여부,장애인시설_주차장 여부,장애인시설_화장실 여부,장애인시설_경사로 여부,장애인시설_전용엘리베이터 여부,주차시설_자체 여부,주차시설_공영 여부,공연장코드,좌석수,장애인석,무대시설_오케스트라피트 여부,무대시설_연습실 여부,무대시설_분장실 여부,무대시설_무대넓이,공연코드,공연회차,공연일시,입장권고유번호,예매/취소일시,예매/취소구분,예매/취소매수,예매/취소금액,예매/취소방식코드,예매/취소방식명(관리시스템),예매/취소방식명(전송처),결제수단코드,결제수단명(관리시스템),결제수단명(전송처),할인금액,할인종류코드,할인종류명(관리시스템),할인종류명(전송처),장당금액,성별,연령,공연시작일자,공연종료일자,소요시간,장르명,세부장르명,공연지역명,출연진내용,제작진내용,기획제작사명,원작자명,극작가명,수상실적,관람연령,아동공연 여부,축제 여부,내한공연 여부,오픈런 여부,판매시작일시,판매종료일시,좌석등급,단독판매여부,판매좌석수,판매페이지URL,공연일시_연,공연일시_월,공연일시_요일,공연기간,공휴일_기념일_여부,시설특성공공(기타),시설특성공공(문예회관),시설특성국립,시설특성기타(비공연장),시설특성민간(대학로 외),시설특성민간(대학로),성별0,성별1,성별2,공연지속률,공연거래빈도
SE000201,인터파크,FC222789,공공(기타),2009.0,서울특별시 강북구 월계로 173 (번동) 북서울꿈의숲,2,1,1,1,0,0,1,1,1,1,1,0,FC222789-02,301,3,0,1,1,86.25,PF314023,1,2022-06-29 19:00:00,T1960162440,2022-06-14 11:12,1,1,10000,1,웹,Web,2,카드,신용카드,0,99,기타,,10000,2,49,2022-06-29,2022-06-29,1시간,클래식,기악,서울,"안명아, 한아름, 정주현, 이정주",,,,,,전체 관람가,0,0,0,0,2022/06/07 00:00:00,2022/06/29 17:00:00,전석(10000),0,500석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=P0003058,2022,6,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,57
SE000112,세종문화회관,FC222789,공공(기타),2009.0,서울특별시 강북구 월계로 173 (번동) 북서울꿈의숲,0,1,1,1,0,0,1,1,1,1,1,0,FC222789-02,301,3,0,1,1,86.25,PF314313,1,2022-06-30 19:30:00,2022060210210300100010820002,2022-06-02 22:22,1,1,10000,99,기타,MOBILE,99,기타,계좌입금,0,99,기타,0,10000,1,2023,2022-06-30,2022-06-30,1시간 30분,클래식,기악,서울,오효희,,"톤픽쳐(Tonepicture)(주최), 톤픽쳐(Tonepicture)(주관)",,,,만 7세 이상,0,0,0,0,2022/06/02 00:00:00,2022/06/30 18:00:00,전석(10000),0,108,http://www.sejongpac.or.kr/,2022,6,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,71
SE000334,타임티켓,FC222961,민간(대학로),2017.0,서울특별시 종로구 대학로8가길 36 (동숭동) 3층,0,1,0,0,0,0,0,0,0,0,0,0,FC222961-01,163,N,0,0,1,179,PF350480,1,2022-06-24 16:00:00,076-7999-601,2022-06-24 13:14,1,1,18000,2,모바일,예매,1,현금,카드결제,17000,99,기타,공연사 할인,35000,0,2023,2017-07-01,2022-08-28,1시간 20분,연극,연극,서울,"정해빈, 신서진, 김보람, 신희진, 이세형, 이시운, 류권하 등","김선영, 정진국, 김진아","파랑컴퍼니(주최), 파랑컴퍼니(주관)",김선영,김진아(각색),,만 7세 이상,0,0,0,1,2017/06/16 15:15:00,2022/06/26 23:59:00,전석(35000),0,160,https://www.timeticket.co.kr/?number=3126,2022,6,4,1885,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.164383561643835,708
SE000201,인터파크,FC222637,공공(문예회관),1990.0,충청남도 공주시 고마나루길 5 (웅진동) ,2,0,1,0,1,0,1,0,1,0,1,0,FC222637-01,628,7,1,1,1,525,PF314640,1,2022-06-22 19:30:00,T1955240740,2022-06-07 09:04,1,1,5000,99,기타,티켓어플 아이폰,4,무통장,무통장 입금,0,99,기타,,5000,2,48,2022-06-22,2022-06-22,1시간 30분,국악,기악,충청도,"박승희, 김종욱, 김혜진, 김지향, 최혜진 등",박승희,"공주시충남연정국악단(주관), 부산시립국악관현악단(주관), 공주시청(주최), 부산광역시(주최)",,,,만 5세 이상,0,0,0,0,2022/05/27 00:00:00,2022/06/21 17:00:00,전석(5000),1,621석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006642,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,461
SE000201,인터파크,FC222637,공공(문예회관),1990.0,충청남도 공주시 고마나루길 5 (웅진동) ,2,0,1,0,1,0,1,0,1,0,1,0,FC222637-01,628,7,1,1,1,525,PF313478,1,2022-06-25 14:00:00,T1941198360,2022-05-17 22:03,1,1,20000,99,기타,티켓모바일웹,2,카드,신용카드,0,99,기타,,20000,2,40,2022-06-25,2022-06-26,1시간,뮤지컬,뮤지컬,충청도,,,"더봄엔터테인먼트 (더봄기획)(주최), 더봄엔터테인먼트 (더봄기획)(주관)",,,,20개월 이상,1,0,0,0,2022/05/10 00:00:00,2022/06/24 17:00:00,R석(30000),0,205석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22005802,2022,6,5,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005479452054794521,535
SE000201,인터파크,FC222637,공공(문예회관),1990.0,충청남도 공주시 고마나루길 5 (웅진동) ,2,0,1,0,1,0,1,0,1,0,1,0,FC222637-01,628,7,1,1,1,525,PF314155,1,2022-06-29 19:30:00,T1960811090,2022-06-15 10:24,1,1,3000,1,웹,엔에이치엔(주)(네이버 바로가기-web),2,카드,신용카드,0,99,기타,,3000,1,49,2022-06-29,2022-06-29,1시간 30분,클래식,성악,충청도,"이재신, 김순영, 이지원, 이송연, 최미란, 김신희, 김은지 등",,"공주시립합창단(주관), 공주시청(주최)",,,,만 7세 이상,0,0,0,0,2022/06/11 00:00:00,2022/06/28 17:00:00,전석(3000),1,602석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22007402,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,437
SE000201,인터파크,FC222637,공공(문예회관),1990.0,충청남도 공주시 고마나루길 5 (웅진동) ,3,0,1,0,1,0,1,0,1,0,1,0,FC222637-02,106,N,0,0,1,12.4X6,PF313894,1,2022-06-22 11:00:00,T1945849710,2022-05-24 14:01,1,1,1000,1,웹,(재)공주문화재단(mobile),2,카드,신용카드,0,99,기타,,1000,0,50,2022-06-22,2022-06-22,1시간,클래식,기악,충청도,"권현진, 황진하, 안미영, 김가영, 이세령, 강시훈, 이수홍",김현실 등,"(재)공주문화재단(주최), 공주시문화시설사업소(공주문예회관)(주관)",,,,만 7세 이상,0,0,0,0,2022/05/20 00:00:00,2022/06/21 17:00:00,전석(1000),1,106석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006272,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,124
SE000201,인터파크,FC222637,공공(문예회관),1990.0,충청남도 공주시 고마나루길 5 (웅진동) ,2,0,1,0,1,0,1,0,1,0,1,0,FC222637-02,106,N,0,0,1,12.4X6,PF313763,1,2022-06-25 17:00:00,T1943371210,2022-05-20 14:01,1,1,1000,1,웹,(재)공주문화재단(mobile),2,카드,신용카드,0,99,기타,,1000,0,44,2022-06-25,2022-06-25,1시간,연극,연극,충청도,"황인덕, 최선희, 오수진, 방선혁, 윤경준","김효섭, 김주희, 윤혜정 등","(재)공주문화재단(주최), (재)공주문화재단(주관), 공주시문화시설사업소(공주문예회관)(주최), 공주시문화시설사업소(공주문예회관)(주관)",Y. 흄,김효섭(각색),,36개월 이상,1,0,0,0,2022/05/17 00:00:00,2022/06/24 17:00:00,전석(1000),1,106석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006128,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,162
SE000102,티켓링크,FC222335,공공(기타),2001.0,서울특별시 서초구 효령로72길 60 (서초동) ,0,0,1,0,0,0,1,1,1,1,1,0,FC222335-01,999,12,1,1,1,,PF301248,1,2022-06-21 19:30:00,1431391423_1,2022-06-06 19:55,1,1,0,3,현장,현장,1,현금,현금,0,99,기타,,0,0,2023,2022-05-03,2022-06-26,1시간 40분,뮤지컬,뮤지컬,서울,"하성운, 송건희, 김남주, 이상아, 권은비, 김주호, 왕하성 등","신정화, 김한솔, 한보람 등","메타씨어터(주최), (주)신스웨이브(제작사)",,,,만 7세 이상,0,0,0,0,2022/06/08 14:00:00,2022/06/21 16:30:00,"VIP석(140000), R석(120000), S석(80000), A석(60000)",0,1석,http://www.ticketlink.co.kr/product/38085,2022,6,1,55,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1506849315068493,10039
SE000334,타임티켓,FC223598,민간(대학로 외),2009.0,부산광역시 수영구 수영로 477 (남천동) ,0,0,0,0,0,0,0,0,0,0,0,0,FC223598-01,90,N,0,0,0,9X8X3.6,PF313643,1,2022-06-24 20:00:00,076-4831-501,2022-06-17 03:37,1,1,12900,2,모바일,예매,99,기타,네이버페이,17100,99,기타,공연사 할인,30000,0,2023,2022-06-24,2022-07-10,1시간 10분,연극,연극,경상도,"이경진, 이사라, 이대희, 우진","허석민, 이철우, 조세현 등","따뜻한사람(주최), 따뜻한사람(주관)",유지혜,,,만 15세 이상,0,0,0,0,2022/05/16 09:50:00,2022/07/10 23:59:00,전석(30000),0,80,https://www.timeticket.co.kr/?number=4678,2022,6,4,17,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04657534246575343,69
SE000201,인터파크,FC222313,공공(문예회관),1990.0,대구광역시 달서구 공원순환로 201 (성당동) ,0,0,0,0,0,0,1,0,0,0,1,0,FC222313-01,239,3,0,0,0,68,PF315382,1,2022-06-25 14:00:00,T1966875390,2022-06-20 14:39,1,1,0,3,현장,딤프4,1,현금,현금,0,99,기타,,0,0,2023,2022-06-25,2022-06-25,2시간 20분,뮤지컬,뮤지컬,경상도,"한다윗, 김민지, 박수빈, 박재홍, 박시은, 손창현, 이민철 등","강미주, 이은채, 박수빈 등","(사)대구국제뮤지컬페스티벌(DIMF)(주관), 대구광역시(주최)",,,,만 16세 이상,0,1,0,0,2022/06/03 00:00:00,2022/06/24 17:00:00,전석무료(0),0,239석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22007068,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,682
SE000102,티켓링크,FC222313,공공(문예회관),1990.0,대구광역시 달서구 공원순환로 201 (성당동) ,3,0,0,0,0,0,1,0,0,0,1,0,FC222313-01,239,3,0,0,0,68,PF314260,1,2022-06-29 19:30:00,1431079792_1,2022-05-30 14:13,1,1,9000,1,웹,공연장/구단 웹,99,기타,PAYCO 포인트,0,99,기타,,9000,1,52,2022-06-29,2022-06-29,1시간 20분,오페라,오페라,경상도,"김은혜, 이소미, 이병룡, 서정혁, 은빛나",,대구문화예술회관(주최),,,,만 7세 이상,0,0,0,0,2022/05/30 14:00:00,2022/06/28 17:00:00,전석(10000),1,1석,http://www.ticketlink.co.kr/product/38830,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,172
SE000201,인터파크,FC222484,공공(문예회관),2010.0,제주특별자치도 제주시 오남로 231 (오라이동) ,0,0,1,0,1,0,1,1,1,0,1,0,FC222484-01,1184,12,1,1,1,5252,PF301546,1,2022-06-25 11:00:00,T1914654100,2022-04-11 11:36,1,1,31500,2,모바일,티켓모바일웹,2,카드,신용카드,0,99,기타,,31500,2,2023,2022-06-25,2022-06-26,1시간,뮤지컬,뮤지컬,제주도,,"백희나, 전수양, 장희선 등","할리퀸크리에이션즈(주)(제작사), (주)씽크브릿지(주최), (주)씽크브릿지(주관)",,,,24개월 이상,1,0,0,0,2022/04/08 00:00:00,2022/06/24 17:00:00,,0,367석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22004192,2022,6,5,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005479452054794521,2899
SE000317,제주아트센터,FC222484,공공(문예회관),2010.0,제주특별자치도 제주시 오남로 231 (오라이동) ,0,0,1,0,1,0,1,1,1,0,1,0,FC222484-01,1184,12,1,1,1,5252,PF314415,1,2022-06-27 15:00:00,1296-1-B-11-7,2022-06-03 02:02,1,1,0,1,웹,인터넷,1,현금,현금거래,0,99,기타,,0,0,2023,2022-06-27,2022-06-27,1시간,클래식,기악,제주도,임헌정 등,임헌정,"제주아트센터(주최), 제주아트센터(주관), 예술의전당(주최), 예술의전당(주관)",,,,만 7세 이상,0,0,0,0,2022/06/27 00:00:00,2022/06/27 23:59:00,전석무료(0),1,642석,https://www.jejusi.go.kr/acenter/show/perf/view.do?showId=1296,2022,6,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,208
SE000317,제주아트센터,FC222484,공공(문예회관),2010.0,제주특별자치도 제주시 오남로 231 (오라이동) ,0,0,1,0,1,0,1,1,1,0,1,0,FC222484-01,1184,12,1,1,1,5252,PF314482,1,2022-06-28 15:00:00,1297-1-B-7-9,2022-06-03 05:41,1,1,0,1,웹,인터넷,1,현금,현금거래,0,99,기타,,0,0,2023,2022-06-28,2022-06-28,1시간,클래식,성악,제주도,"김기환, 최대한, 이광진, 김성, 김리라, 김조은, 전지경 등",,"제주아트센터(주최), 제주아트센터(주관), (사)제주빌레앙상블(주관)",,,,만 7세 이상,0,0,0,0,2022/06/28 00:00:00,2022/06/28 23:59:00,전석무료(0),1,735석,https://www.jejusi.go.kr/acenter/show/perf/view.do?showId=1297,2022,6,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,465
SE000201,인터파크,FC222284,민간(대학로 외),2004.0,서울특별시 강남구 테헤란로113길 7 (삼성동) ,2,0,0,0,0,0,1,0,0,1,1,0,FC222284-01,417,5,0,1,1,12X6.5X10,PF301710,1,2022-06-21 20:00:00,T1943386440,2022-05-20 14:01,1,1,88000,99,기타,티켓어플 안드로이드,99,기타,인터파크페이(카드),0,99,기타,,88000,2,36,2022-05-28,2022-07-10,2시간,연극,연극,서울,"백주호, 현준, 장동우, 이의진, 곽은태, 김효배, 류창우 등",,"(주)넌버벌 컴퍼니(주최), (주)컴퍼니다(주관), 창작집단 작화(주관)",,,,만 11세 이상,0,0,0,0,2022/05/20 14:00:00,2022/06/20 17:00:00,"R석(88000), S석(77000), A석(55000)",1,404석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22004516,2022,6,1,44,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12054794520547946,1231
SE000102,티켓링크,FC222206,공공(문예회관),2003.0,울산광역시 북구 산업로 1000 (연암동) ,0,0,0,0,0,0,1,1,1,1,1,0,FC222206-01,453,8,0,1,1,352.86,PF300115,1,2022-06-25 13:00:00,1428628978_1,2022-04-09 11:37,1,1,18000,2,모바일,티켓링크 모바일웹,2,카드,신용카드,0,99,기타,,18000,2,2023,2022-06-25,2022-06-26,1시간,뮤지컬,뮤지컬,경상도,,,"(주)조이컬쳐스(주관), (주)조이컬쳐스(주최)",,,,전체 관람가,1,0,0,0,2022/04/05 10:00:00,2022/06/24 17:00:00,전석(35000),0,1석,http://www.ticketlink.co.kr/product/38081,2022,6,5,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005479452054794521,1622
SE000329,울산북구문화예술회관,FC222206,공공(문예회관),2003.0,울산광역시 북구 산업로 1000 (연암동) ,0,0,0,0,0,0,1,1,1,1,1,0,FC222206-01,453,8,0,1,1,352.86,PF312160,1,2022-06-28 19:30:00,0000801176,2022-05-11 02:05,1,1,0,99,기타,,99,기타,기타,0,99,기타,,0,0,2023,2022-06-28,2022-06-28,1시간 30분,클래식,기악,경상도,"김수정, 이미소, 이정석, 김하영, 김진성, 김두현, 전자희",전자희 등,"울산광역시 북구(주최), 울산북구문화예술회관(주관)",,,,만 7세 이상,0,0,0,0,2022/05/11 02:05:00,2022/06/27 11:06:00,전석무료(0),0,,http://crs.ubimc.or.kr/program/step1?prgId=P0007925,2022,6,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,444
SE000201,인터파크,FC222364,공공(문예회관),2010.0,경기도 연천군 연천읍 문화로 150 ,3,0,0,0,0,0,1,1,0,1,1,0,FC222364-02,580,N,0,1,1,435,PF313873,1,2022-06-29 19:00:00,T1945865210,2022-05-24 14:06,1,1,2000,1,웹,연천수레울아트홀(web),4,무통장,무통장 입금,0,99,기타,,2000,0,53,2022-06-29,2022-06-29,1시간,복합,복합,경기도,"김가을, 이다은, 이태민, 신하영, 김승우, 이승훈",,"문화체육관광부(주최), 한국문화예술회관연합회(KoCACA)(주관), 연천군시설관리공단(주관)",,,,36개월 이상,0,0,0,0,2022/05/19 00:00:00,2022/06/28 17:00:00,전석(3000),0,386석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006129,2022,6,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027397260273972603,138
SE000201,인터파크,FC222383,공공(기타),1997.0,서울특별시 강남구 봉은사로 406 (삼성동) 서울중요무형문화재전수회관,2,0,0,0,0,0,0,0,0,0,1,0,FC222383-01,164,N,0,0,0,,PF315226,1,2022-06-28 19:00:00,T1961611130,2022-06-16 11:08,1,1,18000,99,기타,티켓모바일웹,4,무통장,무통장 입금,0,99,기타,,18000,2,28,2022-06-28,2022-06-28,50분,국악,기악,서울,,,"라파기획(주최), 라파기획(주관)",,,,만 8세 이상,0,0,0,0,2022/05/31 00:00:00,2022/06/27 17:00:00,전석(30000),0,164석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22006783,2022,6,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,13
SE000303,네이버N예약,FC222981,민간(대학로),1987.0,서울특별시 종로구 동숭길 50 (동숭동) ,2,0,0,0,0,0,0,0,0,0,0,0,FC222981-01,130,N,0,0,1,8X6,PF392782,1,2022-06-21 15:00:00,290608057_0,2022-06-21 01:05,1,1,19900,2,모바일,모바일,2,카드,카드,0,99,기타,기타,19900,2,25,2020-12-22,2022-07-31,1시간 40분,연극,연극,서울,"김중, 주재후, 최진욱, 유상원, 전세기, 도지훈, 조슬비 등","박상협, 박민수, 박성희 등","극단 화담(제작사), 클레시아(제작사)",박상협,,,전체 관람가,0,0,0,1,2019/07/05 00:00:00,9999/12/31 12:00:00,전석(35000),0,1,https://booking.naver.com/booking/12/bizes/243997,2022,6,1,587,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6082191780821917,140
SE000201,인터파크,FC223571,공공(문예회관),2013.0,경기도 파주시 와석순환로 415 ,0,1,1,1,0,1,1,1,1,1,1,0,FC223571-01,536,6,1,0,1,1115,PF301366,1,2022-06-26 11:00:00,T1912114080,2022-04-06 20:12,1,1,19800,1,웹,(주)인터파크 통합app,2,카드,신용카드,0,99,기타,,19800,2,2023,2022-06-26,2022-06-26,50분,뮤지컬,뮤지컬,경기도,,,극단희망(주최),,,,전체 관람가,1,0,0,0,2022/04/05 00:00:00,2022/06/25 11:00:00,사전예약(19800),0,190석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22004080,2022,6,6,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0027397260273972603,417
SE000102,티켓링크,FC223518,공공(문예회관),2015.0,전라남도 무안군 삼향읍 남악로 222 ,1,0,0,0,0,0,0,0,0,0,1,0,FC223518-01,558,6,0,1,1,,PF315561,1,2022-06-25 16:00:00,1432061595_1,2022-06-19 14:38,1,1,5000,2,모바일,티켓링크 모바일웹,99,기타,PAYCO 포인트,0,99,기타,,5000,1,16,2022-06-25,2022-06-25,1시간 10분,국악,연희혼합,전라도,,,"전라남도(주최), (재)전라남도문화관광재단(도립국악단)(주관)",,,,만 5세 이상,0,0,0,0,2022/05/17 14:00:00,2022/06/24 17:00:00,전석(10000),1,1석,http://www.ticketlink.co.kr/product/38662,2022,6,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027397260273972603,163
SE000004,플레이티켓,FC223753,민간(대학로 외),2016.0,서울특별시 강남구 언주로173길 20 (신사동) ,0,0,0,0,0,0,0,0,0,0,0,1,FC223753-01,100,N,0,0,1,,PF314261,1,2022-06-22 19:30:00,PTD8612205301437210,2022-05-30 14:37,1,1,20000,1,웹,card,99,기타,card,0,99,기타,,20000,0,2023,2022-06-22,2022-06-22,1시간 30분,클래식,기악,서울,"유연주, 김해리",,"(주)정명문화실업(주최), 세실예술기획(주관)",,,,만 7세 이상,0,0,0,0,2022/06/22 00:00:00,2022/06/22 00:00:00,전석(20000),1,60,http://playticket.co.kr/nav/detail.html?idx=1783,2022,6,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0027397260273972603,2
SE000201,인터파크,FC222681,공공(기타),1998.0,전라북도 전주시 덕진구 백제대로 567 (금암동) ,0,1,1,1,0,0,1,0,1,0,1,0,FC222681-01,1493,16,1,1,1,7790,PF300465,1,2022-06-25 11:00:00,T1901586870,2022-03-18 09:00,1,1,40000,2,모바일,티켓어플 안드로이드,99,기타,인터파크페이(카드),0,99,기타,,40000,1,2023,2022-06-25,2022-06-26,1시간 10분,뮤지컬,뮤지컬,전라도,,"김철현, 윤성민, 정윤지 등","DS뮤지컬컴퍼니(제작사), DS뮤지컬컴퍼니(주관), (주)에스에이엠지엔터테인먼트(제작사), (주)에스에이엠지엔터테인먼트(주관), 동그라미 그리기(주최)",,,,24개월 이상,1,0,0,0,2022/03/16 00:00:00,2022/06/24 17:00:00,"1층석(66000), 2층석(55000)",0,433석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22002983,2022,6,5,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.005479452054794521,6950
SE000303,네이버N예약,FC222415,민간(대학로 외),2004.0,대구광역시 중구 명덕로 333 (대봉동) 대백프라자 대백프라자,2,1,1,0,0,1,1,1,1,1,1,0,FC222415-02,100,N,0,0,0,,PF312096,1,2022-06-25 11:30:00,290293805_0,2022-06-20 12:47,1,1,9000,2,모바일,모바일,2,카드,카드,0,99,기타,기타,9000,1,31,2022-06-04,2022-07-17,35분,연극,인형극,경상도,,,"(주)대구백화점 대백프라자(주최), (주)교문(주관)",,,,전체 관람가,1,0,0,0,2022/06/04 00:00:00,2022/07/17 00:00:00,전석(10000),0,1,https://booking.naver.com/booking/12/bizes/691495,2022,6,5,44,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12054794520547946,131
SE000331,티몬,FC222966,민간(대학로),1991.0,서울특별시 종로구 대학로12길 46 (동숭동) 2층,0,0,0,0,0,0,0,0,0,0,0,0,FC222966-01,194,N,0,1,1,10.7X6.7,PF312791,1,2022-06-25 13:00:00,5169749500RRPT,2022-06-24 14:03,1,1,20334,2,모바일,모바일,2,카드,카드,1666,99,기타,기타,22000,0,2023,2022-06-11,2022-07-31,1시간 30분,뮤지컬,뮤지컬,서울,,,"학전(주최), 학전(주관)",,,,만 6세 이상,1,0,0,0,2022/05/28 00:00:00,2022/06/25 10:00:00,"전석(25000), 전석(20000)",0,,www.tmon.co.kr/deal/11258221310,2022,6,5,51,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13972602739726028,366
SE000332,위메프,FC222063,민간(대학로),2006.0,서울특별시 종로구 동숭길 55 (동숭동) 지하 1층,0,0,0,0,0,0,0,0,0,0,0,0,FC222063-01,197,N,0,0,0,61,PF352013,1,2022-06-21 17:00:00,W2264917520001,2022-06-18 10:14,1,1,9900,2,모바일,모바일,2,카드,신용카드,0,99,기타,N,9900,0,2023,2016-04-05,2022-07-31,1시간 50분,연극,연극,서울,"김윤희, 임현준, 김진, 공다임, 염승이, 전대현, 한상민 등","노재환, 김태석","(주)콘텐츠플래닝(제작사), (주)콘텐츠플래닝(주관), (주)콘텐츠플래닝(주최)",파울 포트너,,,만 15세 이상,0,0,0,1,2022/05/26 00:00:00,2022/06/21 16:00:00,전석(35000),0,24,/product/3000007151,2022,6,1,2309,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.326027397260274,3869
SE000201,인터파크,FC222071,민간(대학로 외),2005.0,대구광역시 남구 현충로 256 (대명동) ,2,0,0,0,0,0,0,0,0,0,0,0,FC222071-01,100,N,0,0,1,58,PF314735,1,2022-06-29 20:00:00,T1962092240,2022-06-16 19:04,1,1,15000,1,웹,Web,2,카드,신용카드,0,99,기타,,15000,1,28,2022-06-29,2022-07-28,1시간 10분,연극,연극,경상도,,,"레인보우 웍스(주최), 극단 에테르의 꿈(주최)",,,,만 12세 이상,0,0,0,0,2022/06/03 00:00:00,2022/06/28 17:00:00,전석(30000),0,36석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22007062,2022,6,2,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0821917808219178,11
SE000201,인터파크,FC222377,공공(기타),2012.0,경기도 성남시 분당구 분당수서로 501(정자동 4-6) ,0,0,1,1,1,1,1,1,0,1,1,0,FC222377-01,354,4,0,0,1,,PF312426,1,2022-06-24 11:00:00,T0896055915,2022-05-12 19:54,1,1,35000,3,현장,안녕 컴퍼니,1,현금,현금,0,99,기타,,35000,0,2023,2022-06-17,2022-07-09,50분,뮤지컬,뮤지컬,경기도,,,"안녕컴퍼니(주관), 한국잡월드(주최)",,,,전체 관람가,1,0,0,0,2022/04/25 00:00:00,2022/06/24 09:00:00,전석(35000),0,342석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22005055,2022,6,4,23,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06301369863013699,2084
SE000201,인터파크,FC223671,민간(대학로),2010.0,서울특별시 종로구 대학로12길 73 (동숭동) ,2,0,0,0,0,0,0,0,0,0,0,0,FC223671-01,359,N,0,0,0,10.5X7X6.95,PF300257,1,2022-06-21 20:00:00,T1945562000,2022-05-24 00:22,1,1,33000,99,기타,티켓어플 아이폰,2,카드,신용카드,0,99,기타,,33000,2,25,2022-04-22,2022-07-16,1시간 40분,뮤지컬,뮤지컬,서울,"유주혜, 이아진, 홍나현, 이봄소리, 정우연, 홍서영, 이채민 등","이지나, 유희성, 조민형 등",(주)페이지원(제작사),,,,만 7세 이상,0,0,0,0,2022/05/23 14:00:00,2022/06/21 17:00:00,"R석(66000), S석(55000)",0,346석,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=22002729,2022,6,1,86,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2356164383561644,7828
